O*NET-SOC Code;Title;Description;Area
51-9195.05;Keramiķi, ražošana;Izmanto ražošanas iekārtas, piemēram, mopšu dzirnavas, džigermašīnas vai podnieka ripas, lai apstrādātu mālu keramikas, keramikas un keramikas izstrādājumu ražošanā.;Ražošana
51-9196.00;Papīra preču iekārtu uzstādītāji, operatori un apkalpotāji;Uzstāda, darbina vai apkopo papīra izstrādājumu iekārtas, kas veic dažādas funkcijas, piemēram, pārvērš, zāģē, rievo, aplīmē, iesaiņo, iesaiņo, šuj, veido vai aizzīmogo papīra vai kartona loksnes izstrādājumos.;Ražošana
51-9197.00;Riepu būvētājs;Darbina mašīnas riepu izgatavošanai.;Ražošana
51-9198.00;Palīgs — ražošanas darbinieks;Palīdz ražošanas darbiniekiem, veicot pienākumus, kas prasa mazāk prasmju. Pienākumos ietilpst materiālu vai instrumentu piegāde vai turēšana, kā arī darba zonas un aprīkojuma tīrīšana.;Ražošana
51-9199.00;Ražošanas darbinieki, visi pārējie;Visi ražošanas darbinieki nav uzskaitīti atsevišķi.;Ražošana
53-1041.00;Gaisa kuģu kravas apstrādes uzraugi;Uzrauga un koordinē zemes apkalpes darbības gaisa kuģa kravas vai bagāžas iekraušanā, izkraušanā, nostiprināšanā un novietošanā. Var noteikt kravas daudzumu un orientāciju un aprēķināt gaisa kuģa smaguma centru. Var pavadīt lidaparātu kā lidojuma apkalpes loceklis un pārraudzīt un apstrādāt kravu lidojuma laikā, kā arī palīdz un informēt pasažierus par drošības un avārijas procedūrām. Ietver loadmasters.;Transports
53-1042.00;Pirmās līnijas palīgu, strādnieku un materiālu pārvietotāju vadītājs;Tieši uzrauga un koordinē palīgu, strādnieku vai materiālu pārvietotāju darbības.;Transports
53-1042.01;Pārstrādes koordinatori;Pārraudzī pašvaldību vai privātu firmu pārstrādes programmas pie apmales un novadīšanas.;Transports
53-1043.00;Materiālu pārvietošanas mašīnu un transportlīdzekļu operatoru pirmās līnijas uzraugi;Tieši uzrauga un koordinē materiālu pārvietošanas mašīnu un transportlīdzekļu operatoru un palīgu darbību.;Transports
53-1044.00;Pasažieru pavadoņu pirmās līnijas uzraugi;Uzrauga un koordinē pasažieru pavadoņu darbību.;Transports
53-1049.00;Transporta darbinieku pirmās līnijas uzraugi, visi pārējie;Visi transporta darbinieku pirmās rindas vadītāji, kas nav uzskaitīti atsevišķi.;Transports
53-2011.00;Aviokompānijas pilots, pilots un lidojumu inženieris;Pilot un vada fiksētu spārnu gaisa kuģu lidojumus, parasti regulāros gaisa pārvadātāju maršrutos, lai pārvadātu pasažierus un kravu. Nepieciešams Federālais gaisa transporta sertifikāts un reitings konkrētam izmantotajam gaisa kuģa tipam. Ietver reģionālo, nacionālo un starptautisko aviosabiedrību pilotus un aviosabiedrību pilotu lidojumu instruktorus.;Transports
53-2012.00;Komerciālie piloti;Pilot un vada gaisa kuģus ar fiksētiem spārniem neregulārajos gaisa pārvadātāju maršrutos vai helikopteros. Nepieciešams komercpilota sertifikāts. Ietver čarterpilotus ar līdzīgu sertifikātu, kā arī ātrās palīdzības un gaisa ceļojumu pilotus. Neietver reģionālo, valsts un starptautisko aviosabiedrību pilotus.;Transports
53-2021.00;Gaisa satiksmes kontrolieris;Kontrolē gaisa satiksmi lidostā un tās tuvumā, kā arī gaisa satiksmes kustību starp augstuma sektoriem un vadības centriem saskaņā ar noteiktajām procedūrām un politikām. Atļaut, regulē un kontrolē komerciālo aviosabiedrību lidojumus saskaņā ar valdības vai uzņēmuma noteikumiem, lai paātrinātu un nodrošinātu lidojumu drošību.;Transports
53-2022.00;Lidlauka operāciju speciālisti;Nodrošina drošu komerciālo un militāro lidmašīnu pacelšanos un nolaišanos. Pienākumos ietilpst gaisa satiksmes vadības un tehniskās apkopes personāla koordinācija, dispečerēšana, nosēšanās un navigācijas palīglīdzekļu izmantošana lidlaukā, lidlauka drošības procedūru ieviešana, lidojumu uzskaites uzraudzība un uzturēšana, kā arī laika apstākļu informācijas zināšanu izmantošana.;Transports
53-2031.00;Stjuarti;Uzrauga lidmašīnas kabīnes drošību. Sniedz pakalpojumus aviokompāniju pasažieriem, izskaidro drošības informāciju, pasniedz ēdienu un dzērienus un reaģē uz ārkārtas incidentiem.;Transports
53-3011.00;Ātrās palīdzības šoferi un dežuranti, izņemot neatliekamās medicīniskās palīdzības tehniķus;Brauc ar ātro palīdzību vai palīdz ātrās palīdzības vadītājam pārvadā slimas, ievainotas vai atveseļojas personas. Palīdz pacelt pacientus.;Transports
53-3031.00;Šoferis/pārdevējs;Brauc ar kravas automašīnu vai citu transportlīdzekli pa noteiktiem maršrutiem vai noteiktā teritorijā un pārdod vai piegādā preces, piemēram, pārtikas produktus, tostarp preces līdzņemšanai restorānā, vai paņem vai piegādā preces, piemēram, komerciālo veļu. Var arī pieņemt pasūtījumus, iekasēt maksājumus vai noliktavas preces piegādes vietā.;Transports
53-3032.00;Smago un traktoru-piekabju kravas automašīnu vadītājs;Brauc ar traktora un piekabes kombināciju vai kravas automašīnu, kuras celtspēja ir vismaz 26 001 mārciņa pilna transportlīdzekļa masa (GVW). Var būt nepieciešams izkraut kravas automašīnu. Nepieciešama komercdarbības vadītāja apliecība. Ietver evakuatora vadītājus.;Transports
53-3033.00;Vieglo kravas automašīnu vadītājs;Brauc ar vieglu transportlīdzekli, piemēram, kravas automašīnu vai furgonu, kura ietilpība ir mazāka par 26 001 mārciņu pilnā transportlīdzekļa masa (GVW), galvenokārt, lai paņemtu preces vai pakas no izplatīšanas centra un piegādātu tos. Var iekraut un izkraut transportlīdzekli.;Transports
53-3051.00;Autobusu vadītāji, skola;Brauc ar skolas autobusu, lai pārvadātu skolēnus. Nodrošina drošības noteikumu ievērošanu. Var palīdzēt studentiem iekāpt vai izkāpt.;Transports
53-3052.00;Autobusu vadītāji, tranzīts un starppilsētu;Brauc ar autobusu vai autobusu, tostarp regulāras maršruta operācijas, čarterreisus un privātos pārvadājumus. Var palīdzēt pasažieriem ar bagāžu. Var iekasēt cenas vai biļetes.;Transports
53-3053.00;Autobusu vadītājs un šoferis;Brauc ar mehānisko transportlīdzekli, lai pārvadātu pasažierus plānveidīgi vai grafikā. Var iekasēt braukšanas maksu. Ietver medicīniskos transportētājus un katafalku vadītājus.;Transports
53-3054.00;Taksometra vadītājs;Brauc ar mehānisko transportlīdzekli, lai neplānoti pārvadātu pasažierus, un iekasē braukšanas maksu, parasti pamatojoties uz skaitītāju.;Transports
53-3099.00;Mehānisko transportlīdzekļu operatori, visi pārējie;Visi mehānisko transportlīdzekļu operatori nav uzskaitīti atsevišķi.;Transports
53-4011.00;Lokomotīves inženieris;Brauc ar elektriskajām, dīzeļelektriskajām, tvaika vai gāzes turbīnu lokomotīvēm, lai pārvadātu pasažierus vai kravu. Interpretē vilcienu rīkojumus, elektroniskos vai manuālos signālus, kā arī dzelzceļa noteikumus un noteikumus.;Transports
53-4013.00;Dzelzceļa pagalma inženieris, lokomotīves operators un stiepējs;Piedziņas pārslēgšana vai citi lokomotīvju vai dzīļu dzinēji dzelzceļa pagalmā, rūpnieciskajā rūpnīcā, karjerā, būvprojektā vai līdzīgā vietā.;Transports
53-4022.00;Dzelzceļa bremžu, signālu un pārmiju operators un lokomotīves ugunsdzēsējs;Darbina vai uzrauga dzelzceļa sliežu ceļu pārmijas vai lokomotīvju instrumentus. Var savienot vai atkabināt ritošo sastāvu, lai izveidotu vai sadalītu vilcienus. Skatās un pārraida satiksmes signālus. Var pārbaudīt savienojumus, gaisa šļūtenes, kārbas un rokas bremzes. Var vērot, vai uz priekšas tiesībām nevelkas aprīkojums vai šķēršļi.;Transports
53-4031.00;Dzelzceļa vadītāji un pagalmu meistari;Koordinē slēdžu apkalpes darbības dzelzceļa pagalmā, rūpnīcā vai līdzīgā vietā. Konduktori koordinē vilciena apkalpes darbības pasažieru vai kravas vilcienos. Būvlauku vadītāji pārskata vilcienu grafikus un pārslēgšanās rīkojumus un koordinē dzelzceļa satiksmes operācijās iesaistīto darbinieku darbības, piemēram, vilcienu sastāvu vai sadalīšanu un staciju pārslēgšanu.;Transports
53-4041.00;Metro un tramvaju operatori;Pasažieru pārvadāšanai izmanto metro vai paaugstinātu piepilsētas vilcienu bez atsevišķas lokomotīves vai ar elektrisko piedziņu. Var apstrādāt cenas.;Transports
53-4099.00;Dzelzceļa transporta darbinieki, visi pārējie;Visi dzelzceļa transporta darbinieki nav atsevišķi uzskaitīti.;Transports
53-5011.00;Jūrnieks un jūras eļļotājs;Stāv skatīties, lai meklētu šķēršļus kuģa ceļā, izmērītu ūdens dziļumu, pagrieztu riteni uz tilta vai izmantotu avārijas aprīkojumu, kā norādījis kapteinis, kapteinis vai pilots. Atbrīvojas no, uzstāda, remontē un uzglabā kravas pārvietošanas aprīkojumu, stacionāro takelāžu un ritošo daļu. Veic dažādus apkopes darbus, lai saglabātu kuģa krāsoto virsmu un uzturētu līniju un kuģa aprīkojumu. Strādājot uz šķidrumu pārvadāšanas kuģiem, ir jābūt valdības izsniegtam sertifikātam un tankkuģa sertifikātam. Ietver spējīgus jūrniekus un parastos jūrniekus.;Transports
53-5021.00;Ūdens kuģu kapteiņi, palīgi un piloti;Komandē vai uzrauga kuģu un ūdens kuģu, piemēram, velkoņu un prāmju, darbības. Nepieciešama ASV krasta apsardzes izsniegta licence.;Transports
53-5022.00;Motorlaivu operatori;Darbina mazas motorizētas laivas. Var palīdzēt navigācijas darbībās.;Transports
53-5031.00;Kuģa inženieris;Uzrauga un koordinē apkalpes darbības, kas nodarbojas ar dzinēju, katlu, klāja iekārtu un elektrisko, sanitāro un saldēšanas iekārtu ekspluatāciju un apkopi uz kuģa.;Transports
53-6011.00;Tiltu un slūžu apkalpotāji;Ekspluatē un kopj tiltus, kanālu slūžas un bākas, lai ļautu pārvietoties pa jūru pa iekšējiem ūdensceļiem, pie krastiem un bīstamās vietās ūdensceļu ejās. Var uzraudzīt šādas darbības. Ietver paceļamo tiltu operatorus, slūžu operatorus un slīdošo tiltu operatorus.;Transports
53-6021.00;Autostāvvietas apkalpotājs;Novieto transportlīdzekļus vai izsniedz klientiem biļetes autostāvvietā vai garāžā. Var novietot vai kopj transportlīdzekļus tādās vidēs kā automašīnu tirdzniecības vieta vai automašīnu nomas objekts. Var iekasēt maksu.;Transports
53-6031.00;Automobiļu un ūdens transportlīdzekļu servisa dežuranti;Apkalpo automašīnas, autobusus, kravas automašīnas, laivas un citus automobiļus vai jūras transportlīdzekļus ar degvielu, smērvielām un piederumiem. Iekasē maksājumus par pakalpojumiem un piegādēm. Var ieeļļot transportlīdzekli, nomaina motoreļļu, uzpildīt antifrīzu vai nomaina gaismas vai citus piederumus, piemēram, vējstikla tīrītāju slotiņas vai ventilatora siksnas. Var salabot vai nomaina riepas.;Transports
53-6032.00;Gaisa kuģu dienesta pavadoņi;Servisa lidmašīna ar degvielu. Var atsaldēt lidaparātus, uzpildīt ūdeni un dzesēšanas līdzekļus, iztukšot notekūdeņu tvertnes, apkalpot gaisa un skābekļa sistēmas vai tīrīt un pulēt ārpusi.;Transports
53-6041.00;Satiksmes tehniķi;Satiksmes inženiera vadībā veic lauka pētījumus, lai noteiktu satiksmes apjomu, ātrumu, signālu efektivitāti, apgaismojuma atbilstību un citus faktorus, kas ietekmē satiksmes apstākļus.;Transports
53-6051.00;Transporta inspektori;Pārbauda iekārtas vai preces saistībā ar drošu kravas vai cilvēku pārvadāšanu. Ietver dzelzceļa transporta inspektorus, piemēram, kravu inspektorus, dzelzceļa inspektorus un citus citur neklasificētu transporta līdzekļu inspektorus.;Transports
53-6051.01;Aviācijas inspektori;Pārbauda gaisa kuģi, apkopes procedūras, aeronavigācijas līdzekļus, gaisa satiksmes vadību un sakaru iekārtas, lai nodrošinātu atbilstību federālajiem drošības noteikumiem.;Transports
53-6051.07;Transporta transportlīdzekļu, iekārtu un sistēmu inspektori, izņemot aviāciju;Pārbauda un uzrauga transportēšanas aprīkojumu, transportlīdzekļus vai sistēmas, lai nodrošinātu atbilstību noteikumiem un drošības standartiem.;Transports
53-6061.00;Pasažieru pavadoņi;Sniedz pakalpojumus, lai nodrošinātu pasažieru drošību uz kuģiem, autobusiem, vilcieniem vai stacijā vai terminālī. Veic pienākumus, piemēram, izskaidro drošības aprīkojuma lietošanu, pasniegt maltītes vai dzērienus vai atbild uz jautājumiem, kas saistīti ar ceļošanu.;Transports
53-6099.00;Transporta darbinieki, visi pārējie;Visi transporta darbinieki, kas nav uzskaitīti atsevišķi.;Transports
53-7011.00;Konveijera operatori un apkalpotāji;Kontrolē vai apkalpo konveijerus vai konveijeru sistēmas, kas pārvieto materiālus vai produktus uz un no krājumiem, apstrādes stacijām, nodaļām vai transportlīdzekļiem. Var kontrolēt materiālu vai izstrādājumu ātrumu un maršrutēšanu.;Transports
53-7021.00;Celtņu un torņu operatori;Izmanto mehānisko izlici un kabeļu vai torņu un kabeļu aprīkojumu, lai paceltu un pārvietotu materiālus, mašīnas vai izstrādājumus daudzos virzienos.;Transports
53-7031.00;Bagarētājs;Izmanto bagarēšanu, lai noņemtu smiltis, granti vai citus materiālus, lai izraktu un uzturētu kuģojamus kanālus ūdensceļos.;Transports
53-7041.00;Pacēlāju un vinču operatori;Darbina pacēlājus vai vinčas, lai celtu un vilktu kravas, izmantojot ar elektrisko piedziņu darbināmu trošu aprīkojumu.;Transports
53-7051.00;Rūpniecisko kravas automašīnu un traktortehnikas operatori;Izmanto rūpnieciskos kravas automobiļus vai traktorus, kas aprīkoti materiālu pārvietošanai pa noliktavu, noliktavas pagalmu, rūpnīcu, būvlaukumu vai līdzīgu vietu.;Transports
53-7061.00;Transportlīdzekļu un aprīkojuma tīrītājs;Mazgā vai citādi tīrīt transportlīdzekļus, iekārtas un citu aprīkojumu. Izmanto tādus materiālus kā ūdens, tīrīšanas līdzekļi, birstes, drānas un šļūtenes.;Transports
53-7062.00;Strādnieki un kravu, krājumu un materiālu pārvietotāji, rokas;Manuāli pārvieto kravu, krājumus, bagāžu vai citus materiālus vai veic citus vispārīgus darbus. Ietver visus strādniekus, kas citur nav klasificēti.;Transports
53-7062.04;Pārstrādes un reģenerācijas darbinieks;Sagatavo un šķiro materiālus vai produktus otrreizējai pārstrādei. Identificē un izņem bīstamās vielas. Izjauc izstrādājumu sastāvdaļas, piemēram, ierīces.;Transports
53-7063.00;Mašīnu padevējs un piespiedējs;Ievada materiālus mašīnās vai iekārtās vai izņem no tām materiālus, kas darbojas automātiski vai kurus kopj citi darbinieki.;Transports
53-7064.00;Fasētāji un fasētāji, rokas;Iesaiņo vai iepako ar rokām plašu produktu un materiālu klāstu.;Transports
53-7065.00;Preču izlicēji un pasūtījumu komplektētāji;Saņem, uzglabā un izsniedz preces, materiālus, aprīkojumu un citas preces no noliktavas, noliktavas vai noliktavas, lai aizpildītu plauktus, plauktus, galdus vai klientu pasūtījumus. Var darbināt jaudas iekārtas, lai izpildītu pasūtījumus. Var atzīmēt preču cenas un iestatīt pārdošanas displejus.;Transports
53-7071.00;Gāzes kompresoru un gāzes sūkņu staciju operatori;Darbina ar tvaika, gāzes, elektromotora vai iekšdedzes dzinēja darbināmus kompresorus. Pārvadīt, saspiest vai atgūt gāzes, piemēram, butānu, slāpekli, ūdeņradi un dabasgāzi.;Transports
53-7072.00;Sūkņu operatori, izņemot urbuma sūkņus;Rūpējas, kontrolē vai darbina ar mehānisku piedziņu, stacionārus vai pārnēsājamus sūkņus un kolektoru sistēmas, lai pārsūtītu gāzes, eļļu, citus šķidrumus, vircas vai pulverveida materiālus uz un no dažādiem traukiem un procesiem.;Transports
53-7073.00;Urbuma galvas sūkņu operatori;Darbina jaudas sūkņus un palīgiekārtas, lai ražotu naftas vai gāzes plūsmu no urbumiem naftas laukā.;Transports
53-7081.00;Atkritumu un pārstrādājamo materiālu savācējs;Savāc un izgāzt atkritumus vai pārstrādājamos materiālus no konteineriem kravas automašīnā. Var vadīt kravas automašīnu.;Transports
53-7121.00;Autocisternu, kravas automašīnu un kuģu iekrāvējs;Ievieto un izkrauj ķīmiskās vielas un lielapjoma cietās vielas, piemēram, ogles, smiltis un graudus, autocisternās, kravas automašīnās vai kuģos vai no tiem, izmantojot materiālu pārvietošanas aprīkojumu. Var veikt dažādus citus uzdevumus, kas saistīti ar produktu nosūtīšanu. Var izmērīt vai paraugus nosūtīšanas tvertnēm un pārbaudīt, vai tajās nav noplūdes.;Transports
53-7199.00;Materiālu pārvietošanas strādnieki, visi pārējie;Visi materiālu pārvietošanas darbinieki, kas nav uzskaitīti atsevišķi.;Transports
55-1011.00;Gaisa apkalpes virsnieks;"Veic un vada pienākumus lidojuma laikā, lai nodrošinātu sekmīgu kaujas, izlūkošanas, transportēšanas un meklēšanas un glābšanas misiju izpildi. Pienākumos ietilpst gaisa kuģu sakaru un radara iekārtu darbība, piemēram, satelītu savienojumu izveide un ienaidnieka sakaru spēju traucēšana; gaisa kuģu ieroču un aizsardzības sistēmu ekspluatācija; veic borta aprīkojuma pārbaudes pirms lidojuma, lidojuma laikā un pēc lidojuma; un kravu un personāla kritumu vadīšana.";Cits
